app_id,name,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector,local_clustering_coefficient,global_clustering_coefficient,community
55,sim_55,571,0.1745643534087435,0.022506974948532942,0.5476310061945421,0.09845602428199368,0.11740559805819277,0.19663057526932223,
12,sim_12,562,0.17181290125343932,0.023768282561588184,0.5466243315508021,0.09602415852083336,0.11580109235541515,0.19663057526932223,
1,sim_1,540,0.16508712931825129,0.019585308315803834,0.5448034643570953,0.09587910470415774,0.1248058819487391,0.19663057526932223,
13,sim_13,527,0.16111280953836746,0.018856036450557098,0.5434457551088221,0.09472747734642481,0.12794279983549903,0.19663057526932223,
16,sim_16,525,0.16050137572607764,0.01951347525299607,0.5435360584911931,0.09464091915103925,0.12886223191566704,0.19663057526932223,
11,sim_11,523,0.15988994191378783,0.020746443294953263,0.5431750249086682,0.09293198744443532,0.12558698343626148,0.19663057526932223,
44,sim_44,515,0.15744420666462855,0.01952356929024341,0.5422745358090185,0.09165146179737493,0.12641003362169922,0.19663057526932223,
50,sim_50,507,0.15499847141546927,0.018568733462746186,0.541645967875476,0.09036265639220305,0.12688760514847472,0.19663057526932223,
10,sim_10,502,0.15346988688474472,0.017227807831378016,0.5414666445952657,0.09268295343411324,0.13566492512982004,0.19663057526932223,
14,sim_14,496,0.15163558544787525,0.017905877806403955,0.5403931934577896,0.09150650071107669,0.1350276963180189,0.19663057526932223,
32,sim_32,494,0.15102415163558544,0.01738215566788228,0.540482485128883,0.09085481721550141,0.13493360488129358,0.19663057526932223,
3,sim_3,487,0.14888413329257108,0.01586163704482377,0.5399471772862331,0.09222722907266762,0.14289215064939453,0.19663057526932223,
28,sim_28,476,0.14552124732497707,0.015108909449524355,0.538790973480481,0.09092260995671064,0.14528084918177797,0.19663057526932223,
37,sim_37,461,0.14093549373280342,0.01394943195936447,0.5375513557929334,0.09001104249325023,0.15224936338772047,0.19663057526932223,
8,sim_8,449,0.1372668908590645,0.012644279002554992,0.5364053788127254,0.0898519134054532,0.15938195991091314,0.19663057526932223,
42,sim_42,448,0.1369611739529196,0.012909685541867026,0.5360537528679121,0.09049248808683584,0.16267178012144456,0.19663057526932223,
35,sim_35,445,0.13604402323448486,0.01370007132562323,0.5360537528679121,0.08676335451755442,0.15241421196477375,0.19663057526932223,
9,sim_9,443,0.13543258942219505,0.012211613626119774,0.5357903357903357,0.0894608293676852,0.1631410682001573,0.19663057526932223,
46,sim_46,438,0.1339040048914705,0.013119922862760638,0.5354395154689802,0.08587735401333994,0.15405995632320826,0.19663057526932223,
61,sim_61,437,0.13359828798532558,0.013400094812940497,0.5349141455437448,0.08726636899461868,0.15999412172233535,0.19663057526932223,
36,sim_36,436,0.13329257107918066,0.013493112923295449,0.5352642775323188,0.08462622060662124,0.15141832753348097,0.19663057526932223,
56,sim_56,435,0.13298685417303577,0.013890926910738866,0.5352642775323188,0.0829682848751559,0.14653318502039303,0.19663057526932223,
31,sim_31,430,0.13145826964231122,0.013340621400715841,0.5346518470088264,0.08337571284874695,0.15122242098986285,0.19663057526932223,
26,sim_26,427,0.1305411189238765,0.012437475838039648,0.5344771241830065,0.08298440186181982,0.1513672197117129,0.19663057526932223,
5,sim_5,426,0.13023540201773157,0.012891771285174991,0.5343898055873223,0.0851760725195081,0.16098315382491024,0.19663057526932223,
4,sim_4,420,0.12840110058086213,0.011177388774059997,0.533692282590961,0.08558295343779238,0.16646209796567793,0.19663057526932223,
78,sim_78,419,0.1280953836747172,0.012294255448397975,0.532909742587162,0.07996138892753661,0.14712633177650136,0.19663057526932223,
24,sim_24,418,0.12778966676857229,0.011308220466393619,0.5331703341483293,0.08429187864177291,0.16305807029017935,0.19663057526932223,
