metric,count,mean,std,min,p25,median,p75,p90,p95,p99,max,skew,kurtosis,zeros
degree,3380.0,32.75976331360947,62.36391619479979,0.0,4.0,11.0,27.0,88.0,160.04999999999973,326.52000000000044,700.0,3.830270436316914,18.361839564860453,82.0
degree_centrality,3380.0,0.009695106041316747,0.01845632323018639,0.0,0.0011837821840781,0.0032554010062148,0.0079905297425273,0.0260432080497188,0.047366084640426,0.09663213968629783,0.2071618822136726,3.8302704363169116,18.361839564860432,82.0
betweenness_centrality,3380.0,0.000797164095620693,0.00967687179702019,0.0,0.0,0.0,3.3291683684849707e-06,0.0005786021616347899,0.0021093528473223187,0.014732181893740546,0.5040475691480203,42.84441066143639,2174.8449689250274,1972.0
closeness_centrality,3380.0,0.5132926755598531,0.1589100142345718,0.0,0.46117630717252567,0.48323433392718995,0.5765447517398932,0.737460742911432,0.8250964861745655,0.9255606978435214,0.9896958202674108,-0.1522207479809196,2.741158268804571,82.0
eigenvector,3380.0,0.0052647748917201585,0.0163774078652091,1.068058822212046e-22,0.0002037615185306,0.000807670282311,0.002774930917584075,0.011363581035687768,0.02566695538146959,0.08573834773189418,0.338982600403519,7.554489983127569,87.08165453941186,0.0
local_clustering_coefficient,3380.0,0.014394712989056029,0.008240868773778215,0.0,0.0084740525165362,0.013450326554437151,0.020894656867799552,0.0237216803952599,0.026163976069441004,0.03382485615945265,0.0647340105407053,0.19828536406627745,0.22890685501724528,339.0
